amount,revenue,type,default
935.37,57404.68,B,0
357.47,56755.03,B,0
650.67,26319.01,B,0
885.15,30997.77,B,0
1060.64,13523.83,A,0
663.67,43146.67,B,0
1428.15,27443.6,B,0
599.27,52490.97,B,0
610.07,38854.11,B,0
924.4,35159.69,B,0
1346.04,27510.65,A,0
934.44,4049.41,A,0
330.76,40204.17,B,0
755.17,11332.52,A,0
1676.14,19309.34,A,0
1187.02,46603.75,B,0
561.42,44481.31,B,0
1385.53,21512.08,A,0
923.22,14260.83,A,0
347.63,39424.54,B,0
0,44553.64,B,0
0,38810.38,B,0
1298.9,14934.12,A,0
529.41,44139.47,B,0
926.04,39317.62,B,0
1552.44,39862.01,B,0
1472.99,32172.99,B,0
1118.27,18961.51,A,0
838.32,36254.67,B,0
518.83,38939.12,B,0
68.55,52116.47,B,0
150.75,33639.52,B,0
1787.68,26434.8,B,0
1203.88,40894.91,B,0
1236.01,18794.43,A,0
1462.33,40540.96,B,0
584.01,44254.27,B,0
1079.9,47982,B,0
1414.5,16556.75,A,0
770.88,34964.52,B,0
278.42,27326.15,B,0
139.36,24901.27,A,0
1106.56,33780.2,B,0
532.23,43568.72,B,0
212.57,12967.18,A,0
808.97,35633.65,B,0
1559.46,43685.31,B,0
1560.66,33716.71,B,0
599.66,32472.97,B,0
1749.02,30351.08,B,0
2015.84,44890.59,B,1
836.2,25444.72,B,0
193.6,19687.95,A,0
390.5,22808.81,A,0
633.51,50325.52,B,0
203.35,48787.11,B,0
262.32,29465.27,B,0
218.62,48941.41,B,0
1041.65,46364.24,B,0
1180.58,57356.41,B,0
296.42,41878.39,B,0
1123.33,44974.11,B,0
415.97,55304.84,B,0
1413.88,22549.7,A,0
1245.63,16232.49,A,0
584.7,30174.61,B,0
1476.98,46201.01,B,0
243.03,29964.11,B,0
362.9,50474.67,B,0
635.68,11145.64,A,0
1447.72,11604.49,A,0
1395.26,21756.89,A,0
0,29915.71,B,0
738.53,9024.16,A,0
1495.63,24502.35,B,0
412.1,21551.47,A,0
712.33,47426.75,B,0
1545.06,34309.01,B,0
441.34,19756.04,A,0
1063.21,23967.34,B,0
827.98,21060.78,A,0
657.22,17902.33,A,0
877.17,25102.45,A,0
962.3,26361.67,B,0
1016.8,21700.86,A,0
1091.42,43548.08,B,0
796.24,37855.14,B,0
953.22,36980.21,B,0
883.34,32228.67,B,0
822.94,28332.95,B,0
1173.26,47084.18,B,0
716.15,9814.59,A,0
976.34,30357.38,B,0
753.46,38390.11,B,0
523.98,52613.18,B,0
1307.2,20957.85,A,0
629.52,32085.91,B,0
1939.73,23852.1,A,0
841.25,37506.32,B,0
831.47,43786.28,B,0
1405.64,10992.42,A,0
1615.76,35433.6,B,1
549.67,42954.18,B,0
380.36,30514.43,B,0
568.26,41781.5,B,0
908.45,47193.41,B,0
1254.78,17126.7,A,0
882.25,19764.29,A,0
952.26,12921.25,A,0
782.62,12146.65,A,0
550.16,18572.54,B,0
1247.73,31310.03,B,0
732.96,51360.13,B,0
594.62,39994.53,B,0
0,37769.2,B,0
591.13,31381.53,B,0
773.71,50560.08,B,0
984.71,26922.78,B,0
1839.07,19067.81,A,0
1657.33,13928.73,A,0
945.9,38369.68,B,0
1109.01,22721.13,A,0
865.42,56404.73,B,0
1284.52,18088.25,B,0
240.94,24590.94,B,0
1720.93,22881.42,A,0
373.3,51554.84,B,0
1580.08,10523.82,A,0
353.13,55677.22,B,0
931.45,17199.16,A,0
442.58,57283.08,B,0
932.51,14398.14,A,0
415.42,37884.58,B,0
1435.07,37740.12,B,0
1607.37,35165.37,B,0
636.11,12408.14,A,0
424.79,24083.13,B,0
1363.01,44294.65,B,0
482.66,19749.97,A,0
1.68,22681.94,B,0
454.22,15291.11,A,0
269.9,38413.68,B,0
617.71,26513.35,B,0
792.33,21602.6,A,0
1209.37,58261.49,B,0
679.67,25841.95,B,0
1447.31,16769.61,A,0
889.37,29999.7,B,0
324.45,57801.84,B,0
1034.02,53799.13,B,0
522.67,41832.95,B,0
677.7,67967.52,B,0
397.8,40293.05,B,0
477.68,14578.24,A,0
139.77,52120.19,B,0
929.01,23491.66,B,0
521.75,10386.52,A,0
518.16,37147.82,B,0
824.84,11709.07,A,0
1274.34,20131.34,A,0
480.42,44657.23,B,0
515.44,21359.66,A,0
933.83,42339.68,B,0
493.59,15091.31,A,0
1240.63,37396.33,B,1
1055.03,41374.98,B,0
511.95,18392.53,A,0
1172.41,23703.56,B,0
860.05,44629.76,B,0
769.79,50172.58,B,0
1072.79,34443.68,B,0
983.58,50553.01,B,0
1114.84,36842.39,B,1
1298.45,17788.33,A,0
1266.16,17022.55,B,0
732.6,26365.44,A,0
235.61,28598.42,B,0
997.64,12226.29,A,0
0,29103.19,B,0
375.55,50286.57,B,0
1076.39,37176.92,B,0
662.98,53721.48,B,0
127.93,20446.66,A,0
1153.83,22418.23,A,0
1573.6,15264.68,A,0
467.37,16973.82,B,0
284.52,46627.15,B,0
503.09,45486.74,B,0
1094.31,57946.51,B,0
171.11,30181.64,B,0
155.25,25049.98,A,0
935.93,15922.29,A,0
901.3,56561.08,B,0
1917.04,15059.07,A,0
1289.43,40964.46,B,0
684.89,27765.98,B,0
183.4,31639.94,B,0
900.23,36186.67,B,0
175.85,53740.19,B,0
531.64,28710.24,B,0
788.14,28105.13,B,0
1284.08,23824.56,A,0
380.21,36676.21,B,0
1804.33,22862.2,A,0
1151.42,18527.71,A,0
206.74,37343.45,B,0
1473.15,15673.64,A,0
1460.86,45900.95,B,0
1084.54,17558.54,B,0
545.06,44186.73,B,0
102.15,24393.52,B,0
913.41,33916.61,B,0
1347.78,12219.68,A,0
789.43,51014.47,B,0
1091.81,18954.49,A,0
942.04,25476.43,A,0
1187.6,34833.09,B,0
1210.65,23912.88,A,0
52.88,30852.69,B,0
373.82,45318.81,B,0
518.37,40993.53,B,0
193.7,17902.36,A,0
714.27,20495.47,A,0
539.2,47799.22,B,0
776.81,23658.62,B,0
1468.53,18306.62,A,0
832.9,42200.72,B,0
1668.99,30169.75,B,1
656.4,33736,B,0
1354.94,11820.48,A,0
835.61,42538.65,B,0
1260.97,52105.54,B,0
38.04,49524.19,B,0
334.89,21871.19,A,0
363.42,16039.25,A,0
1598.48,25467.5,A,0
519.68,12701.35,A,0
663.85,19367.88,A,0
234.9,24936.18,B,0
628.17,18463.54,B,0
1039.02,43273.21,B,0
380.19,34381.74,B,0
383.66,40146.33,B,0
945.09,42117.45,B,0
1061.36,10256.61,A,0
1421.87,21555.53,A,0
312.16,42564.42,B,0
1616.51,16152.41,B,0
533.29,60418.48,B,0
1394.29,55967.94,B,0
0,39372.47,B,0
245.63,17229.09,A,0
2055.66,13149.73,A,0
1454.42,36913.55,B,0
1112.99,41755.92,B,0
1534.72,30402.71,B,0
450.45,26600.49,B,0
1162.27,46806.31,B,0
2075.27,12281.17,A,1
770.38,44662.8,B,0
724.51,43414.2,B,0
832.88,36174.63,B,0
982.95,30318.04,B,0
574.58,31215.13,B,0
762.13,24106.02,A,0
1337.67,43481.57,B,0
1304.85,24188.25,A,0
866.12,33286.81,B,0
889.54,11791.48,A,0
540.88,13283.82,A,0
62.43,46822.78,B,0
110.51,40167.66,B,0
258.94,15406.29,A,0
435.45,48680.41,B,0
403.69,36313.15,B,0
1217.52,19070.81,A,0
665.13,24801.67,B,0
792.41,47654,B,0
1697.69,50983.83,B,1
1395.73,48565.57,B,0
1020.01,16170.3,A,0
25.6,35273.42,B,0
1328.48,20989.15,A,0
637.81,42604.44,B,0
919.03,52790.15,B,0
845.41,29093.53,B,0
923.74,20594.88,A,0
308.51,31701.48,B,0
745.27,14314.49,B,0
1037.35,48872.58,B,0
864.76,12671.82,A,0
987.78,31553.89,B,0
1459.58,17555.87,A,0
1494.76,36324.48,B,0
518.98,9994.46,A,0
190.14,59993.88,B,0
189.13,37007.61,B,0
531.24,19824.48,A,0
280.51,54697.92,B,0
642.53,50556.01,B,0
0,44747.89,B,0
1122.44,9147.7,A,0
1013.53,60953.98,B,0
1039.43,12284.65,A,0
723.89,41831.23,B,0
836.64,28901.94,B,0
1481.77,20698.17,A,0
0,28265.26,B,0
883.73,27441.81,B,0
1915.11,21169.02,A,0
577.11,43934.35,B,0
1366.4,34529.94,B,0
164.2,41861.35,B,0
708.49,18929.78,B,0
1110.22,52315.89,B,0
637.88,38064.08,B,0
620.25,51612.85,B,0
1075.87,52276.79,B,0
1266.29,44702.66,B,0
0,61800.45,B,0
1481.34,31133.31,B,1
979.28,50293.64,B,0
1476.17,39587.76,B,0
293.81,43303.05,B,0
716.07,46455.25,B,0
507.71,32114.03,B,0
1044.9,42459.68,B,0
1121.57,63745.85,B,0
111,32332.6,B,0
1123.39,36856.44,B,0
927.59,38922.7,B,0
511.22,22161.08,A,0
896.49,22222.21,A,0
0,49573.19,B,0
1095.38,33506.74,B,0
883.25,41003.9,B,0
408.76,35677.15,B,0
1318.38,10981.57,A,0
1948.31,34895.19,B,1
1050.72,41063.27,B,0
405.94,15050.33,A,0
0,39282.15,B,0
920.65,46886.01,B,0
1254.95,30623.81,B,0
1068.55,39104.65,B,0
1708.76,17848.09,A,0
879.04,60104.54,B,0
1193.13,55269.47,B,0
1929.23,9477.72,A,0
147.37,19951.59,A,0
462.14,30893.85,B,0
1728.56,18756.84,A,0
2016.19,25997.41,A,1
504.3,18987.28,A,0
1612.63,21456.01,A,0
1200.84,34776.03,B,0
1294.23,15498.78,B,0
850.83,38964.62,B,0
538.45,32666.02,B,0
583.74,41629.98,B,0
69.39,41072.74,B,0
1246.53,34989.61,B,0
1152.11,48906.65,B,0
1266.86,28626.74,B,0
957.28,28408.34,B,0
568.99,39305.92,B,0
1134.58,45636.46,B,0
1223.21,5527.85,A,0
421.58,35537.6,B,0
1271.2,53432.92,B,0
666.76,17625.8,A,0
0,29478.25,B,0
922.76,36117.48,B,0
1232.54,13166.28,A,0
753.42,18170.45,B,0
0,29847.79,B,0
341.11,30640.4,B,0
293.56,57005.06,B,0
1318.75,30777.43,B,0
849.55,29364.54,B,0
1180.11,41384.02,B,0
314.96,47469.62,B,0
0,24348.53,A,0
693.38,21029.39,A,0
737.58,36737.83,B,0
1348.34,39849.03,B,0
787.07,32614.94,B,0
818.73,51780.4,B,0
2439.87,17030.72,A,1
1911.9,35705.46,B,0
1462.96,25459.44,B,0
618.25,37483.91,B,0
159.11,20362.46,B,0
881.23,15274.76,A,0
608.1,54341.99,B,0
630.52,32151.07,B,0
1018.09,16741.72,A,0
28.61,35632.1,B,0
461.79,22762.61,A,0
595.48,9507.07,A,0
1734.64,42006.02,B,0
811.23,13709.52,A,0
1030.79,45845.2,B,0
965.18,27941.8,B,0
1333,34680.13,B,0
1509.59,36014.42,B,0
1417.98,43060.8,B,0
1259.34,21273.73,B,0
1025.62,35085.88,B,0
886.7,10225.78,A,0
78.32,41283.76,B,0
1394.89,24162.78,B,0
355.29,46582.63,B,0
919.44,31537.94,B,0
851.04,36625.54,B,0
565.39,42579.02,B,0
816.33,12411.68,A,0
1029.2,52530.57,B,0
507.31,32329.13,B,0
1841.58,20490.18,A,0
1575.19,50477.73,B,0
844.97,32489.54,B,0
737.91,27373.85,B,0
1171.74,13957.95,A,0
1472.48,10457.6,A,0
597.39,52424.79,B,0
1134.85,21100.93,A,0
143.94,49794.4,B,0
607.12,54202.98,B,0
174.42,11478.4,A,0
1350.88,37981.01,B,0
1424.46,42110.1,B,0
1172.52,41967.22,B,0
711.36,38536.29,B,0
824.43,32363.8,B,0
92.56,22707.82,B,0
1812.81,22957.27,B,1
928.26,23967.63,B,0
527.11,32207.05,B,0
755.87,1480.07,A,0
645.39,13627.38,A,0
528.78,38109.22,B,0
60.58,36808.32,B,0
1245.99,33374.48,B,0
743.85,12977.34,A,0
1094.39,11052.26,A,0
646.42,23527.74,A,0
597.27,43705.67,B,0
598.72,21222.06,A,0
185.05,15940.96,A,0
1458.29,39985.72,B,0
0,23261.24,B,0
1440.02,14789.63,A,0
1106.88,25437.05,A,0
1086.99,10479,A,0
835.01,35990.57,B,0
489.8,20531.68,A,0
664.73,11875.53,A,0
410.08,29840.13,B,0
410.78,18444.14,A,0
76.02,53389.5,B,0
536.09,37287.19,B,0
931.8,38980.83,B,0
438.68,15606.54,A,0
978.48,23682.3,A,0
762.94,47655.98,B,0
1586.2,12864.97,A,0
1173.89,44897.45,B,0
1153.73,38879.49,B,0
1277.62,23025.09,A,0
751.4,54866.12,B,0
0,48872.26,B,0
1377.45,22291.54,B,0
1230.86,46368.01,B,0
699.59,35902.34,B,0
501.05,10177.58,A,0
670.17,41646.5,B,0
918.57,15596.27,A,0
374.4,25080.63,B,0
116.08,50137.98,B,0
1301.08,22030.73,A,0
1159.25,53673.05,B,0
206.49,19096.59,A,0
628.8,49116.51,B,0
0,46301.92,B,0
926.59,22901.52,A,0
1299.78,41586.25,B,0
753.09,22545.26,A,0
491.61,33594.17,B,0
1073.17,25832.54,A,0
843.31,42677.32,B,0
1403.08,53328.11,B,0
994.01,19196.56,A,0
37.14,17008.23,A,0
899.74,46444.22,B,0
1194.82,21848.09,A,0
1738.39,10767.94,A,0
889.4,48320.53,B,0
1257.66,49402.03,B,0
682.31,41349.56,B,0
452.99,31910.93,B,0
597.81,15378.16,A,0
0,43046.69,B,0
205.96,42177.36,B,0
985.8,17206.98,A,0
605.85,22522.38,B,0
1216.03,25937.21,B,0
923.24,14885.76,A,0
598.18,42815.23,B,0
4.13,42579.68,B,0
565.11,22937.82,B,0
1633.02,41612.16,B,0
313.18,39860.13,B,0
874.16,36458.47,B,0
1725.44,45770.4,B,0
899.71,39880.08,B,0
1418.81,31338.67,B,0
103.44,13801.87,B,0
941.84,51179.04,B,0
1254.48,21888.6,B,0
1003.06,46319.36,B,0
1539.16,15093.44,A,0
927.64,34035.43,B,0
1067.65,15465.95,A,0
741.33,53629.63,B,0
856.65,18922.2,A,0
1395.44,54702.09,B,0
768.74,42734.23,B,0
1311.5,13219.21,A,0
0,16629.95,B,0
0,19886.01,A,0
1574.77,13712.58,A,0
1401.01,39652.79,B,0
1398.03,16601.01,A,0
1600.66,18057.1,A,0
925.29,49083.02,B,0
974.78,33445.01,B,0
1686.03,17116.81,A,0
175.8,54234.55,B,0
1248.82,47398.88,B,0
492.5,35636.49,B,0
0,20929.28,A,0
912.67,26376.16,B,0
456.65,39105.01,B,0
154.18,37185.16,B,0
197.07,49283.62,B,0
619.36,35197.17,B,0
899.06,43223.84,B,0
0,15734.29,A,0
0,9389.82,A,0
0,29379.18,B,0
1232.97,21715.48,A,0
254.04,56218.39,B,0
716.65,15733.24,A,0
109.99,57444.8,B,0
1008.82,48738.79,B,0
1494.65,46639.52,B,0
1302.92,34603.76,B,0
528.98,43240.88,B,0
504.22,49592.33,B,0
355.38,43891.61,B,0
709.63,44472.32,B,0
1765.34,14782.93,A,0
1184.76,20858.88,A,0
242.87,19955.45,A,0
905.24,41200.27,B,0
706.93,48120.69,B,0
728.82,28761.09,A,0
603.47,56331.91,B,0
570.29,52777.08,B,0
1080.76,20358.85,A,0
1240.52,41127.94,B,0
800.85,35450.68,B,0
1103.17,51307.59,B,0
835.44,47076.45,B,0
596.2,39860.34,B,0
1144.9,15063.91,A,0
800.97,22567.56,B,0
276.65,28544.65,B,0
37.87,33487.64,B,0
200.9,21465.86,B,0
0,35292.14,B,0
509.15,18884.7,A,0
968.57,46522.06,B,0
326.55,36932.94,B,0
1018.99,28558.27,B,0
128.87,49004.31,B,0
477.3,24271.01,B,0
2172.85,17529.91,A,1
1210.95,12291.56,A,0
787.15,16325.51,A,0
917.99,45486.01,B,0
881.76,24341.06,A,0
556.02,31659.15,B,0
321.74,35031.82,B,0
588.03,15321.78,A,0
208.78,47079,B,0
1034.89,27194.86,A,0
2088.5,18244.04,A,0
339.8,68170.12,B,0
624.42,43123.32,B,0
809.14,23892.29,B,0
0,22051.04,A,0
1327.97,37621.45,B,0
596.07,17449.71,A,0
894.79,30423.02,B,0
391.44,57383.82,B,0
853.28,43562.53,B,0
939.68,45223.25,B,0
1617.9,42395.02,B,0
1796.04,56706.24,B,0
1057.15,13403.94,A,0
159.97,30298.49,B,0
282.44,34333.57,B,0
551.72,50070.03,B,0
1488.43,10756.3,A,0
1489.96,15026.66,A,0
396.38,37345.72,B,0
937.97,15006.94,A,0
379.75,38107.84,B,0
719.93,27442.28,B,0
586.9,48075.17,B,0
533.69,49744.32,B,0
0,34102.92,B,0
2.83,39545.3,B,0
181.38,49684,B,0
99.33,47514.15,B,0
709.57,52682.17,B,0
931.08,20160.59,A,0
0,43763.04,B,0
1178.62,23566.86,A,0
817.31,28320.78,B,0
1364.89,22557.24,A,0
630.34,54586.3,B,0
1391.15,37157.69,B,0
18.74,35206.43,B,0
875.47,25188.33,B,0
916.73,6133.17,A,0
895.1,36574.75,B,0
0,30721.05,B,0
1080.35,37613.6,B,0
1218.04,28702.15,B,0
1185.79,29206.42,B,0
130.16,13891.74,A,0
1646.89,42929.7,B,0
940.67,56373.51,B,0
1104.88,69659.27,B,0
481.67,38316.66,B,0
344.04,19843.29,A,0
851.71,16431.83,A,0
636.85,48735.8,B,0
902.18,20374.84,B,0
327.96,25864.47,B,0
1141.6,18988,A,0
664.68,35156.25,B,0
174.2,29122.23,B,0
334.48,38242.92,B,0
965.83,26200.21,B,0
673.64,36674.34,B,0
1434.97,36120.41,B,0
729.66,18811.74,B,0
725.18,12099.43,A,0
557.98,47767.23,B,0
709.62,40822.04,B,0
927.63,21842.17,B,0
0,46131.13,B,0
940.5,30064.33,B,0
640.97,46177.27,B,0
196.42,34113.05,B,0
1000.06,16867.08,A,0
1055.01,34816.37,B,0
606.27,44353.11,B,0
1321.76,20495.5,A,0
0,41057.77,B,0
753.12,41557.66,B,0
482.85,44476.65,B,0
1153.64,13428.7,A,0
776.96,40067.45,B,0
967.11,50487.86,B,0
735.17,15972.07,A,0
1098.01,30211.04,B,0
1194.74,19980.08,A,0
427,21596.22,A,0
242.32,34446.11,B,0
827.5,13227.69,A,0
897.42,44099.43,B,0
1206.07,20248.3,A,0
1369.05,51312.55,B,0
325.1,20135.16,B,0
756.2,45280.29,B,0
495.09,36698.52,B,0
1426.35,45616.61,B,0
798.46,53183.44,B,0
1437.17,41501.88,B,0
1111.25,43213.95,B,0
560.22,55496.4,B,0
252.32,57397.05,B,0
1761.98,31075.72,B,0
1191.89,19122.87,A,0
876.42,40017.18,B,0
365.43,51666.31,B,0
526.14,30027.03,B,0
973.84,14121.56,B,0
675.31,15668.09,A,0
1057.52,16594.23,A,0
1075.09,32493.66,B,0
1729.42,17734.6,A,0
1134.9,37961.79,B,0
66.78,28393.73,B,0
922.44,36243.9,B,0
706.14,45092.42,B,0
1071.25,38856.55,B,0
1074.93,30092.57,B,0
0,39226.59,B,0
1545.87,49126.09,B,0
588.71,56453.99,B,0
762.93,53756.25,B,0
1172.16,12248.59,A,0
778.26,53858.38,B,0
1722.18,34732.99,B,0
1929.28,17744.75,A,0
1446.74,15706.98,B,0
211.25,41037.52,B,0
933.29,12421.25,A,0
374.91,32509.17,B,0
1788.97,18182.86,A,1
544.45,40248.34,B,0
1109.57,39940.95,B,0
0,34114.74,B,0
1460.98,33666.91,B,0
754.97,18885.57,A,0
50.59,16355,A,0
408.66,30120.89,B,0
0,52422.51,B,0
371.7,10255.67,B,0
1324,44054.35,B,0
418.12,25572.74,A,0
0,16440.91,A,0
747.13,13779.77,A,0
1351.72,20959.27,A,0
848.7,33058.68,B,0
1188.77,37205.27,B,0
2011.37,26945.79,A,0
728.56,53635.97,B,0
1323.86,26514.07,A,0
788.29,11360.97,A,0
757.85,44679.21,B,0
107.45,45610.13,B,0
0,43894.74,B,0
1541.46,49635.39,B,1
1705.99,19064.34,A,0
1405.79,15900.5,A,0
1112.55,11626.99,A,0
610.59,57247.93,B,0
955.87,45020.5,B,0
1274.39,38895.81,B,0
729.57,18650.48,A,0
916.45,47148.42,B,0
264.68,38321.44,B,0
925.36,17112.27,A,0
1176.85,34903.55,B,0
89.99,30106.82,B,0
1480.57,61239.36,B,0
439.32,51408.08,B,0
496.11,43663.23,B,0
1203.11,19336.44,A,0
0,45409.57,B,0
766.09,46349.53,B,0
38.54,30984.92,B,0
1119.35,45250.86,B,0
1006.43,14129.1,A,0
901.84,38980.34,B,0
787.63,38730.94,B,0
516.58,45487.05,B,0
353.57,64600.09,B,0
1173.5,30081.52,B,0
790.29,39340.13,B,0
573.5,30731.99,B,0
572.66,41891.06,B,0
844.39,10748.6,A,0
456.13,51260.47,B,0
1249.82,10910.23,A,0
0,24033.9,B,0
1483.76,34392.63,B,0
1186.82,17296.84,A,0
0,20259.78,A,0
425.63,39171.4,B,0
543.33,12027.52,A,0
0,34109.08,B,0
752.82,49240.25,B,0
146.81,45163.56,B,0
243.7,20357.92,A,0
2.73,54178.66,B,0
530.44,48153.4,B,0
927.5,22275.66,A,0
58.6,34195.99,B,0
508.81,30004.55,B,0
1096.44,20989.96,A,0
743.29,43240.6,B,0
941.3,17770.24,A,0
553.34,38769.68,B,0
850.91,22241.77,A,0
1227.51,57556.31,B,0
1000.46,49265.13,B,0
1217.42,42377.72,B,0
684.48,49446.75,B,0
734.46,33284.19,B,0
1189.23,40483.38,B,0
1110.1,32101.82,B,0
1421.08,17975.03,A,0
1125.1,37827.3,B,0
1250.71,71236.32,B,0
22.29,59201.67,B,0
1815.32,17811.65,A,0
1682.44,14658.12,A,0
1232.64,16374.11,A,0
0,52883.15,B,0
760.83,45067.41,B,0
1585.38,45037.68,B,0
624.74,43469.04,B,0
487.2,26666.87,B,0
515.43,39558.92,B,0
579.83,35979.97,B,0
693.79,46797.47,B,0
331.27,29924.22,B,0
1377.67,39690.63,B,0
132.17,29235.6,B,0
1513.65,23492.27,A,0
578,40621.06,B,0
514.23,18552.96,A,0
1018.36,39068.6,B,0
457.44,15416.79,B,0
454.99,18130.28,B,0
2272.87,19248,A,0
425.5,47384.76,B,0
697.67,47686.59,B,0
1763.82,44443.03,B,0
442.6,43971.13,B,0
1006.06,14190.71,A,0
490.68,25510.93,B,0
895.18,43238.53,B,0
1532.85,33873.23,B,0
319.67,29953.35,B,0
1762.51,22574.7,A,0
426.66,35179.09,B,0
1043.76,20980.11,B,0
1317.76,57710.15,B,0
581.39,47033.17,B,0
1885.18,15215.58,A,0
843.33,43960.9,B,0
0,19468.33,A,0
648.98,48274.95,B,0
285.03,47021.36,B,0
876.1,42855.71,B,0
683.44,58620.63,B,0
1408.21,40976.09,B,0
417.99,38154.34,B,0
915.29,33506.53,B,0
1158.02,47477.1,B,1
300.43,50024.48,B,0
881.39,34336.55,B,0
219.15,47414.7,B,0
1486.65,15800.23,A,0
654.02,16499.69,A,0
1319.32,17167.78,A,0
415.97,30929.35,B,0
174.41,23561.32,B,0
513.31,43590.63,B,0
1473.15,46064.6,B,0
821.11,31027.79,B,0
750.08,32123,B,0
355.01,34106.32,B,0
266.96,33955.51,B,0
1642.75,47623.19,B,0
807.89,17292.69,A,0
634.35,30245.12,B,0
636.67,46480.26,B,0
1359.74,17251.39,A,0
665.05,21385.9,A,0
84.18,59595.87,B,0
0,50486.79,B,0
292.86,13229.4,B,0
295.84,63504.1,B,0
0,15879.13,A,0
494.14,21777.09,A,0
60.19,40258.11,B,0
494.82,46383.28,B,0
1006.1,19573.37,A,0
774.42,35695.27,B,0
1631.16,38320.56,B,0
301.24,29988.93,B,0
0,30363,B,0
198.45,35985.87,B,0
1239.26,20470.32,A,0
1753.88,42992.22,B,0
665.15,26142.66,B,0
0,46486.53,B,0
1517.65,47997.16,B,0
0,15292.31,A,0
1154.15,35087.89,B,0
1830.97,54953.86,B,0
329.67,48826.43,B,0
1254.92,15570.52,A,0
972.65,22908.4,B,0
624.55,37768.52,B,0
185.28,35876.59,B,0
466.26,50253.38,B,0
0,39115.24,B,0
580.08,38675.48,B,0
1207.32,37334.86,B,0
687.72,38107.27,B,0
991.68,21419.17,A,0
1514.96,13070.82,A,0
1733.15,19675.75,A,0
1578.48,22588.2,A,0
802.75,15493.15,A,0
1274.1,14360.39,A,0
1902.37,60413.65,B,1
1468.86,29627.22,B,0
720.16,42788.65,B,0
1084.6,50945.88,B,0
1062.64,38928.58,B,0
608.78,39594.97,B,0
1671.34,19778.15,A,0
1727.92,13893.14,A,0
673.87,23934.83,B,0
1661.96,11523.34,A,0
483.74,16266.48,A,0
1181.14,41896.81,B,0
1236.82,18345.27,A,0
0,38762.9,B,0
616.2,61161.84,B,0
942.17,55473.17,B,0
604.09,45851.49,B,0
1022.74,15116.19,A,0
0,31781.38,B,0
1520.53,21012.4,A,0
87.41,47557.83,B,0
1042.37,18433.8,A,0
844.34,45095.46,B,0
938.49,31984.31,B,0
1693.45,10577.01,A,1
868.08,38923.18,B,0
838.13,40985.34,B,0
183.47,51767.12,B,0
0,29758.49,B,0
660.85,13344.19,A,0
1397.96,38168.52,B,0
915.85,41773.96,B,0
102.85,33179.15,B,0
1163.73,45465.81,B,0
1103.16,20793.24,A,0
1053.72,44534.76,B,0
559.95,21179.13,A,0
81.7,27737.35,B,0
912.44,32196.74,B,0
0,34556.4,B,0
1112.95,46097.06,B,0
1102.03,34242.2,B,0
1145.92,20777.55,A,0
573.23,32653.52,B,0
1737.93,33360.05,B,0
54.59,46415.2,B,0
712.87,44350.69,B,0
1390.89,40897.32,B,0
49.89,47544.1,B,0
1326.24,16254.3,A,0
0,25699.01,B,0
108.48,42369.41,B,0
610.39,56647.34,B,0
1106.52,16020.83,A,0
264.1,46159.9,B,0
658.78,47464.53,B,0
0,18033.29,A,0
586.06,42367.53,B,0
1384.02,21598.89,B,0
1129.47,33256.97,B,0
71.07,36317.73,B,0
690.61,39705,B,0
287.76,15557.63,A,0
1334.4,35302.3,B,0
1383.63,23576.26,A,0
741.24,40505.92,B,0
913.92,42875.97,B,0
1156.05,20545.52,B,0
1479.52,11578.25,A,0
1229.83,19224.34,A,0
740.4,35941.58,B,0
572.46,42268.67,B,0
344.96,34142.38,B,0
0,32578.36,B,0
1728.99,40921.78,B,0
810.79,35422.86,B,0
783.77,24854.05,A,0
1399.19,28978.76,B,0
598.26,39467.62,B,0
406.86,24323.05,A,0
1299.51,16084.98,A,0
1496.89,41466.84,B,0
1411.24,22560.05,A,0
1275.22,42182.99,B,0
599.56,13123.91,A,0
994.45,26373.22,A,0
2019.63,63796.73,B,1
164.95,17909.71,A,0
1240.87,59314.04,B,0
736.49,25073.97,B,0
1482.65,46375.9,B,0
1193.99,34766.69,B,0
314.33,42427.38,B,0
62.72,28244.65,B,0
251.39,40566.93,B,0
1213.22,47283.11,B,0
805.49,18871.92,A,0
756.54,38525.66,B,0
1352.94,19977.17,A,0
451.15,21381.61,A,0
1036.43,39523.53,B,0
415.72,39822.67,B,0
1800.13,17835.36,A,1
578.66,44430.62,B,0
1217.23,18209.04,A,0
670.05,26006.91,B,0
785.78,33600.68,B,0
118.72,15515.76,A,0
622.66,45242.4,B,0
1402.42,42721.59,B,0
1076.67,31144.61,B,0
71.62,31968.74,B,0
848.26,40486.46,B,0
1350.31,35202.23,B,0
1823.61,6986.81,A,0
623.02,38815.12,B,0
1410.47,12888.7,A,0
1174.41,61516.77,B,0
963.25,60576.72,B,0
72.63,13468.76,B,0
593.52,19457.49,A,0
879.12,13435.36,A,0
500.7,44903.97,B,0
373.86,21877.57,A,0
1189.97,33262.73,B,0
1200.53,30571.26,B,0
0,38522.2,B,0
736.12,42428.71,B,0
1864.15,14983.98,A,1
984.68,25731.31,B,0
817.27,19998.79,A,0
631.61,16556.62,A,0
747.78,36982.61,B,0
781.57,45421.03,B,0
1075.47,17009.46,A,0
896.73,17742.64,A,0
1028.23,22916.26,B,0
1125.9,16538.06,A,0
1221.81,52273.77,B,0
1127.56,44550.86,B,0
929.18,44263.62,B,0
